"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"8526",10751,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8527",27,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8528",27,28,35,NA,NA,NA,NA,NA,NA,NA,NA
"8529",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8530",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8531",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8532",27,35,53,NA,NA,NA,NA,NA,NA,NA,NA
"8533",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8534",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8535",18,36,10752,28,NA,NA,NA,NA,NA,NA,NA
"8536",28,35,80,NA,NA,NA,NA,NA,NA,NA,NA
"8537",35,18,10402,10749,NA,NA,NA,NA,NA,NA,NA
"8538",14,10751,16,12,NA,NA,NA,NA,NA,NA,NA
"8539",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8540",27,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8541",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8542",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8543",28,16,18,9648,NA,NA,NA,NA,NA,NA,NA
"8544",878,35,18,10749,NA,NA,NA,NA,NA,NA,NA
"8545",53,27,9648,NA,NA,NA,NA,NA,NA,NA,NA
"8546",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8547",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8548",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8549",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8550",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8551",53,28,18,NA,NA,NA,NA,NA,NA,NA,NA
"8552",878,10751,12,NA,NA,NA,NA,NA,NA,NA,NA
"8553",99,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8554",28,18,12,NA,NA,NA,NA,NA,NA,NA,NA
"8555",18,80,10770,NA,NA,NA,NA,NA,NA,NA,NA
"8556",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8557",18,14,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8558",28,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"8559",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8560",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8561",28,12,878,NA,NA,NA,NA,NA,NA,NA,NA
"8562",878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8563",28,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"8564",28,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"8565",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8566",9648,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8568",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8569",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8570",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8571",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8572",10402,10749,18,NA,NA,NA,NA,NA,NA,NA,NA
"8573",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8574",10751,16,28,878,NA,NA,NA,NA,NA,NA,NA
"8575",80,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8576",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8577",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8578",18,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"8579",878,10770,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8580",18,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"8581",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8582",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8583",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8584",35,10749,12,NA,NA,NA,NA,NA,NA,NA,NA
"8585",18,10749,36,10752,NA,NA,NA,NA,NA,NA,NA
"8586",16,35,10751,12,NA,NA,NA,NA,NA,NA,NA
"8587",53,28,80,NA,NA,NA,NA,NA,NA,NA,NA
"8588",80,53,18,NA,NA,NA,NA,NA,NA,NA,NA
"8589",28,35,53,NA,NA,NA,NA,NA,NA,NA,NA
"8590",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8591",18,28,80,NA,NA,NA,NA,NA,NA,NA,NA
"8592",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8593",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8594",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8595",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8596",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8597",18,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8598",10749,14,28,NA,NA,NA,NA,NA,NA,NA,NA
"8599",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8600",10752,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8601",10770,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8602",27,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8603",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8604",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8605",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8606",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"8607",99,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8608",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8609",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8610",53,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8611",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8612",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8613",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8614",16,878,28,NA,NA,NA,NA,NA,NA,NA,NA
"8615",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8616",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8617",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8618",35,10751,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8619",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8620",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8621",10770,80,9648,53,NA,NA,NA,NA,NA,NA,NA
"8622",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8623",28,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"8624",16,12,28,35,NA,NA,NA,NA,NA,NA,NA
"8625",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8627",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8628",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8629",53,9648,12,10749,27,14,NA,NA,NA,NA,NA
"8630",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8632",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8633",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8634",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8635",12,28,16,14,NA,NA,NA,NA,NA,NA,NA
"8636",12,878,14,10751,NA,NA,NA,NA,NA,NA,NA
"8637",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8638",10751,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8639",12,16,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8640",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8641",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8642",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8643",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8644",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8645",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8646",16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8647",16,12,35,NA,NA,NA,NA,NA,NA,NA,NA
"8648",53,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8649",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8650",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8651",10751,16,12,NA,NA,NA,NA,NA,NA,NA,NA
"8652",53,28,878,NA,NA,NA,NA,NA,NA,NA,NA
"8653",10751,12,35,NA,NA,NA,NA,NA,NA,NA,NA
"8654",35,28,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8655",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8657",28,9648,878,NA,NA,NA,NA,NA,NA,NA,NA
"8658",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8659",16,10751,12,35,NA,NA,NA,NA,NA,NA,NA
"8660",53,18,27,9648,NA,NA,NA,NA,NA,NA,NA
"8661",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8662",35,10749,10770,NA,NA,NA,NA,NA,NA,NA,NA
"8663",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8664",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8665",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8666",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8667",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8668",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8669",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8670",18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8671",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8672",10770,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8673",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8674",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8675",10751,16,12,NA,NA,NA,NA,NA,NA,NA,NA
"8676",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8677",10402,18,35,NA,NA,NA,NA,NA,NA,NA,NA
"8678",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8679",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8680",28,18,80,10749,NA,NA,NA,NA,NA,NA,NA
"8681",18,53,28,NA,NA,NA,NA,NA,NA,NA,NA
"8682",28,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8683",28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8684",878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8685",99,18,10402,NA,NA,NA,NA,NA,NA,NA,NA
"8686",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8687",14,12,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8688",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8689",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8690",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8691",35,18,10402,NA,NA,NA,NA,NA,NA,NA,NA
"8692",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8693",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8694",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8695",18,27,9648,878,53,10770,NA,NA,NA,NA,NA
"8696",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8697",28,16,878,NA,NA,NA,NA,NA,NA,NA,NA
"8698",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8699",28,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8700",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8701",10752,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8702",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8703",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8705",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8706",12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8707",80,53,18,NA,NA,NA,NA,NA,NA,NA,NA
"8708",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8709",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8710",99,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8711",27,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"8712",53,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8713",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8714",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8715",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8716",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8717",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8718",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8719",12,28,36,NA,NA,NA,NA,NA,NA,NA,NA
"8720",10752,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8721",10751,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8722",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8724",878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8726",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8727",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8728",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8729",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8730",28,36,12,NA,NA,NA,NA,NA,NA,NA,NA
"8731",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8732",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8733",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8734",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8735",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8736",12,16,878,NA,NA,NA,NA,NA,NA,NA,NA
"8737",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8738",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8739",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8740",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8741",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8742",18,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8743",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8744",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8745",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8746",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8747",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8748",18,28,35,80,NA,NA,NA,NA,NA,NA,NA
"8749",36,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8750",878,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8751",878,28,14,NA,NA,NA,NA,NA,NA,NA,NA
"8752",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8753",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8754",12,16,28,NA,NA,NA,NA,NA,NA,NA,NA
"8755",10749,18,36,NA,NA,NA,NA,NA,NA,NA,NA
"8756",10770,14,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8757",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8758",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8759",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8760",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8761",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8762",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8763",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8765",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8766",10402,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8767",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8768",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8769",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8770",28,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"8771",9648,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8772",10749,18,14,NA,NA,NA,NA,NA,NA,NA,NA
"8773",14,28,35,NA,NA,NA,NA,NA,NA,NA,NA
"8774",10751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8775",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8776",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8777",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8778",10770,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8779",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8780",53,80,28,18,NA,NA,NA,NA,NA,NA,NA
"8781",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8782",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8783",28,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"8784",28,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8785",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8786",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8787",12,10749,18,NA,NA,NA,NA,NA,NA,NA,NA
"8788",16,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8789",12,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8790",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8791",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8792",16,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8793",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8794",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8795",27,53,18,NA,NA,NA,NA,NA,NA,NA,NA
"8796",28,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8797",80,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8798",28,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8799",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8800",16,12,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8801",53,10752,12,NA,NA,NA,NA,NA,NA,NA,NA
"8802",28,27,878,NA,NA,NA,NA,NA,NA,NA,NA
"8803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8804",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8805",99,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8806",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8807",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8808",80,99,36,NA,NA,NA,NA,NA,NA,NA,NA
"8809",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8810",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8811",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8812",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8813",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8814",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8815",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8816",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8817",16,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8818",10770,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8819",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8820",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8821",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8823",35,18,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8824",10751,12,14,NA,NA,NA,NA,NA,NA,NA,NA
"8825",37,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8826",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8827",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8828",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8829",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8830",53,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"8831",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8832",16,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8833",12,35,10751,14,NA,NA,NA,NA,NA,NA,NA
"8834",12,36,28,878,35,14,NA,NA,NA,NA,NA
"8835",10770,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8836",10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8837",9648,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8838",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8839",14,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8840",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8841",28,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"8842",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8843",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8844",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8845",80,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8846",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8847",9648,53,14,NA,NA,NA,NA,NA,NA,NA,NA
"8848",16,18,36,NA,NA,NA,NA,NA,NA,NA,NA
"8849",35,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8850",10751,16,12,NA,NA,NA,NA,NA,NA,NA,NA
"8851",53,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8852",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8853",53,27,9648,NA,NA,NA,NA,NA,NA,NA,NA
"8854",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8855",37,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8856",10770,18,36,NA,NA,NA,NA,NA,NA,NA,NA
"8857",12,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8858",10751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8859",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8860",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8861",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8862",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8863",10749,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8864",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8865",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8866",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8867",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8868",9648,16,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8869",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8870",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8871",10770,10749,18,53,NA,NA,NA,NA,NA,NA,NA
"8872",10752,28,18,NA,NA,NA,NA,NA,NA,NA,NA
"8873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8874",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8876",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8877",53,28,878,NA,NA,NA,NA,NA,NA,NA,NA
"8878",10770,12,878,28,NA,NA,NA,NA,NA,NA,NA
"8879",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8880",10751,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8881",10751,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8882",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8883",35,80,18,53,NA,NA,NA,NA,NA,NA,NA
"8884",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8885",28,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"8886",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8887",28,16,14,NA,NA,NA,NA,NA,NA,NA,NA
"8888",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8889",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8890",27,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8891",12,16,10751,14,NA,NA,NA,NA,NA,NA,NA
"8892",18,80,53,NA,NA,NA,NA,NA,NA,NA,NA
"8893",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8894",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8895",35,16,10749,NA,NA,NA,NA,NA,NA,NA,NA
"8896",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8897",9648,10749,18,NA,NA,NA,NA,NA,NA,NA,NA
"8898",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8899",10749,18,36,NA,NA,NA,NA,NA,NA,NA,NA
"8900",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8901",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8902",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8903",12,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8904",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8905",80,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"8906",35,18,10751,NA,NA,NA,NA,NA,NA,NA,NA
"8907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8908",14,10770,10751,16,NA,NA,NA,NA,NA,NA,NA
"8909",10751,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8910",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8911",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8912",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8913",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8914",53,18,80,NA,NA,NA,NA,NA,NA,NA,NA
"8915",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8916",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8917",35,18,10770,NA,NA,NA,NA,NA,NA,NA,NA
"8918",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8919",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
