"","title","movie_id","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Family","Fantasy","Foreign","History","Horror","Music","Mystery","Romance","Science Fiction","Thriller","TV Movie","War","Western"
"2518","Sharpe's Peril",2518,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"2519","Lost City Raiders",2519,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2520","Hell Ride",2520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2521","M/S Gustloff",2521,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"2522","Hayattan Korkma",2522,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2523","Lupin the Third: Sweet Lost Night",2523,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2524","O... Çocukları",2524,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2525","Tropical Manila",2525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2526","Deal",2526,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2527","The Attic",2527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2528","Run Bitch Run",2528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2529","Sappho",2529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2530","13 Hours in a Warehouse",2530,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2531","The Clique",2531,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2532","Dante 01",2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2533","The Inhabited Island",2533,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"2534","Cass",2534,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2535","Public Enemies: The Golden Age of the Gangster Film",2535,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2536","Joy Ride 2: Dead Ahead",2536,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2537","I'll Never Die Alone",2537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2538","Flu Bird Horror",2538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2539","Ghouls",2539,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2540","Scarce",2540,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2541","Sonsuz",2541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2542","The Horseman",2542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2543","Pandora's Box",2543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544","Wild Blood",2544,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2545","Winter in Wartime",2545,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"2546","Hush",2546,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2547","Hunter Prey",2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2548","Ah Long Pte Ltd",2548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2549","The Human Contract",2549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2550","Joe Hisaishi in Budokan - Studio Ghibli 25 Years Concert",2550,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2551","Angel at Sea",2551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2552","A Dangerous Man",2552,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2553","Keith",2553,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"2554","The Andromeda Strain",2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"2555","The Yellow Handkerchief",2555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2556","Tripping the Rift: The Movie",2556,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2557","Vicdan",2557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2558","A Film with Me in It",2558,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2559","The Square",2559,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2560","Suspect X",2560,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"2561","Fist of the North Star: Legend of Toki",2561,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2562","Nothing Like the Holidays",2562,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2563","Son Cellat",2563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2564","Listen from the Nay: Separations",2564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2565","Return to Sleepaway Camp",2565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2566","Conspiracy",2566,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"2567","Daylight Robbery",2567,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2568","Skirt Day",2568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2569","The Loss of a Teardrop Diamond",2569,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2570","Schools Out",2570,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2571","Cyclops",2571,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"2572","Flash of Genius",2572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2573","Private Lessons",2573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2574","Subramaniapuram",2574,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2575","Spy School",2575,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2576","Genova",2576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2577","Go Fast",2577,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2578","Journey to the Center of the Earth",2578,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2579","Dr. Jekyll and Mr. Hyde",2579,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"2580","Death Bell",2580,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2581","Senior Skip Day",2581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582","Merlin and the War of the Dragons",2582,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2583","Stag Night",2583,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2584","Tyson",2584,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2585","Lemon Tree",2585,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2586","Snakes and Earrings",2586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"2587","Religulous",2587,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2588","The Garden of Sinners - Chapter 5: Paradox Spiral",2588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2589","Nokta",2589,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2590","Beethoven's Big Break",2590,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2591","Tactical Unit: Human Nature",2591,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2592","Where God Left His Shoes",2592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2593","Chris Rock: Kill the Messenger",2593,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2594","I've Loved You So Long",2594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2595","Solstice",2595,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2596","The Art of War II: Betrayal",2596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2597","Pokémon: Giratina and the Sky Warrior",2597,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2598","Superior Ultraman 8 Brothers",2598,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"2599","Downloading Nancy",2599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2600","Affinity",2600,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
"2601","The Lucky Ones",2601,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2602","Brideshead Revisited",2602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2603","The Wild Soccer Bunch 5",2603,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2604","Milarepa",2604,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2605","Journey to the Edge of the Universe",2605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2606","Hidden Crimes",2606,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"2607","Empty Nest",2607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2608","Scooby-Doo! and the Samurai Sword",2608,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2609","Odysseus: Voyage to the Underworld",2609,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2610","Vinyan",2610,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2611","Lost Islands",2611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2612","Lost Boys: The Tribe",2612,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2613","Farm House",2613,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"2614","The Russell Girl",2614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2615","The First Day of the Rest of Your Life",2615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2616","Vacancy 2: The First Cut",2616,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2617","The Day the Earth Stopped",2617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2618","Silambattam",2618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2619","An American Carol",2619,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2620","Fly Me to the Moon",2620,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"2621","Rescue Squad Mater",2621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2622","Detective Conan: Full Score of Fear",2622,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2623","Wushu",2623,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2624","Let It Rain",2624,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2625","Hipsters",2625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2626","Bodyguard: A New Beginning",2626,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"2627","The Meerkats",2627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2628","Naruto Shippuden the Movie: Bonds",2628,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2629","Gurren Lagann The Movie: Childhood's End",2629,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2630","Cyborg Soldier",2630,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2631","Doraemon: Nobita and the Green Giant Legend",2631,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2632","Lake Mungo",2632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2633","Ace of Hearts",2633,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2634","Tornado and the Kalahari Horse Whisperer",2634,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2635","Le Tueur",2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2636","Otto; or, Up with Dead People",2636,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
"2637","Tears for Sale",2637,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2638","God's Offices",2638,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2639","The Objective",2639,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"2640","Aces 'N' Eights",2640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2641","City Without Baseball",2641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2642","Tobruk",2642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2643","Radeloos",2643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2644","Girdap",2644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2645","Crazy",2645,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"2646","Disgrace",2646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2647","Love Lies Bleeding",2647,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2648","Big Bad Mama-San: Dekotora 1",2648,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2649","Cat City",2649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2650","Anything for Her",2650,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2651","Séraphine",2651,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"2652","Donkey Punch",2652,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2653","On War",2653,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2654","Robot Chicken: Star Wars Episode II",2654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2655","Güneşin Oğlu",2655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2656","The Flyboys",2656,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2657","Gutterballs",2657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2658","Lost in Austen",2658,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"2659","Stoic",2659,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2660","Kit Kittredge: An American Girl",2660,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2661","Legendary Assassin",2661,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2662","Animals",2662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2663","Shameless",2663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2664","Finding Bliss",2664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2665","Dead Space: Downfall",2665,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"2666","Nekrüt",2666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2667","Ugly Melanie",2667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2668","Delgo",2668,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"2669","Terra Nova",2669,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2670","Sunday School Musical",2670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2671","Asylum",2671,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2672","SEAL Team VI",2672,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2673","Deep end",2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2674","3-Day Weekend",2674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2675","Brian Regan: The Epitome of Hyperbole",2675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2676","Ashes from the Sun",2676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2677","Make-Out with Violence",2677,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"2678","Crime Is Our Business",2678,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2679","The Easy Way",2679,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2680","Entre Sábanas",2680,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2681","Glitch",2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2682","Home",2682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2683","Grand Canyon Adventure: River at Risk",2683,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2684","Somers Town",2684,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2685","Merry Christmas, Drake and Josh",2685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2686","Triad Wars",2686,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687","Lady Ninja Kasumi 6",2687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2688","Palermo Shooting",2688,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2689","Buddenbrooks",2689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2690","Passchendaele",2690,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"2691","The Letter for the King",2691,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2692","Street Racer",2692,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2693","The Other End of the Line",2693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2694","Sold Out: A Threevening with Kevin Smith",2694,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2695","The 39 Steps",2695,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2696","The Great Buck Howard",2696,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2697","Snow Angels",2697,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2698","Credo",2698,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2699","Adulthood",2699,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700","Next Avengers: Heroes of Tomorrow",2700,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2701","My Mom's New Boyfriend",2701,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2702","Sense and Sensibility",2702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2703","Take",2703,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2704","AC/DC: No Bull",2704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2705","The Beautiful Person",2705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2706","Surviving Sid",2706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2707","Aka Ana",2707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2708","120",2708,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"2709","Son Ders: Aşk ve Üniversite",2709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710","The Devil Wears Nada",2710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711","Antarctica",2711,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"2712","Aladin",2712,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2713","Sleep Dealer",2713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"2714","Generation Kill",2714,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"2715","Secret Desires",2715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2716","Ev",2716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717","2:22",2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2718","Escape Captivity:  The Movie",2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2719","Soccer Mom",2719,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2720","Goodbye Solo",2720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2721","The Informers",2721,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2722","Malice in Wonderland",2722,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
"2723","The Poker House",2723,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2724","Harold",2724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2725","Kill Switch",2725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2726","Sauna",2726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2727","Pinoy Kamasutra 2",2727,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2728","9to5: Days in Porn",2728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2729","The Legend of Bloody Mary",2729,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"2730","Six Degrees Could Change The World",2730,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2731","Cape No. 7",2731,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2732","Better Things",2732,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2733","Web of Desire",2733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"2734","Başka Semtin Çocukları",2734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2735","The Most Beautiful Night In The World",2735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2736","Selamat Pagi Cinta",2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2737","Truth In 24",2737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2738","All Roads Lead Home",2738,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2739","Love at First Kill",2739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740","Love and Other Crimes",2740,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"2741","Jump Out Boys",2741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2742","Last Stop 174",2742,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2743","Art Of The Devil 3",2743,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"2744","Beautiful Losers",2744,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2745","Gospel Hill",2745,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"2746","The Boys: The Sherman Brothers' Story",2746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2747","Rush: Snakes & Arrows Live",2747,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2748","The Broken",2748,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2749","Dear Zachary: A Letter to a Son About His Father",2749,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2750","Everlasting Moments",2750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2751","Björn Gustafsson: Ett livsverk",2751,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2752","Die Anruferin",2752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2753","Jerichow",2753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2754","Coming Soon",2754,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2755","Hank and Mike",2755,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2756","Front of the Class",2756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2757","Living Hell",2757,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"2758","Dragon Hunter",2758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2759","Ulak",2759,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2760","The Legend of Snake",2760,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
