,Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,release_year,release_decade
2517,7,False,/paduOKSkhohN0GJz9wJAIGQn0hY.jpg,"[27, 878, 53]",43248,en,The Brain from Planet Arous,"An evil alien brain, bent on world domination, takes over the body of an atomic scientist, while a ""good"" alien brain inhabits the body of the scientist's dog and waits for an opportunity to defeat the evil brain.",1.001884,/cM0H9hTfKEUPg8DeDXZFIDJq41Q.jpg,1957-10-01,The Brain from Planet Arous,False,4.7,7,1957,1950
2521,11,False,/m5Jz8bGM6DMZG60Fzs1uS0r1Ja7.jpg,"[878, 27]",31393,en,The Unearthly,"Mad doctor uses patients at his isolated psychiatric institute as subjects in his attempts to create longevity by surgically installing an artificial gland in their skulls, with disastrous results.",1.000747,/obCT7HbLwX5txSMvk0de9w9VW2u.jpg,1957-06-28,The Unearthly,False,3.6,5,1957,1950
2522,12,False,/pDeWsagFuTHmjl35LfFxFyglcn4.jpg,"[878, 27]",52455,en,Monster from Green Hell,"A scientific expedition in Africa investigates wasps that have been exposed to radiation and mutated into giant, killing monsters.",1.000576,/htERk6p1lFCsnsf8CutKhBrNbK4.jpg,1957-05-17,Monster from Green Hell,False,2.3,3,1957,1950
2524,14,False,/mq8pmYwOpaOLg5pWd2vI41NAQ7n.jpg,"[27, 878]",3208,en,I Was a Teenage Frankenstein,"Professor Frankenstein (Whit Bissell) creates a teenager from an accident victim, who gets angry when he learns he is going to be taken apart.",1.000507,/vbchtSGGXpT4KxREs9jovrEsqAV.jpg,1957-11-23,I Was a Teenage Frankenstein,False,5.0,3,1957,1950
2526,16,False,/qvI6JivvTZMVg1Gv2TpWnTgyH1C.jpg,"[27, 878]",116212,en,She Devil,"Biochemists  give fruit-fly serum to a dying woman, with side effects.",1.00031,/5ipHsMu0besxLr9D0Z4yg0UboGO.jpg,1957-04-01,She Devil,False,4.5,2,1957,1950
2530,0,False,/Syu9W2uH5OhHrb2GAcnq40cTWZ.jpg,"[27, 878]",8851,en,The Blob,"A mysterious creature from another planet, resembling a giant blob of jelly, lands on earth. The people of a nearby small town refuse to listen to some teenagers who have witnessed the blob's destructive power. In the meantime, the blob just keeps on getting bigger.",2.216526,/3JgsBnpmFHFAbyWV99UasOvWLjC.jpg,1958-09-12,The Blob,False,6.2,118,1958,1950
2531,1,False,/rL6CSwRHxXG6XGyJok33gGOOJ7I.jpg,"[27, 878]",3127,en,The Revenge of Frankenstein,"Baron Frankenstein, working under the protective pseudonym Dr. Victor Stein, together with his assistant Dr. Kleve, transplants a dwarf's brain into another body and unleashes a deranged being.",1.601675,/fSCIM3ooWw3gvIcYocq9SWnMML0.jpg,1958-06-01,The Revenge of Frankenstein,False,6.9,24,1958,1950
2533,3,False,/xjZ3B2koYKziDJ6PilXvS3YTYKG.jpg,"[18, 27, 878]",11815,en,The Fly,"In Montreal, the industrial François Delambre is called late night by his sister-in-law Helene Delambre. She tells him that she has just killed her beloved husband Andre Delambre, using the press of their plant to press his head and left hand. François calls his acquaintance, Inspector Charas, and later the reluctant Helene is convinced to tell them what happened. She explains that Andre had invented a matter transportation apparatus, and while experimenting with himself, a fly entered the chamber, exchanging one hand and the head with him after the transference.",1.455994,/jA6GYQDuR0RV99sWcjCzz8gcbHB.jpg,1958-07-16,The Fly,False,6.9,107,1958,1950
2534,4,False,/7gSaxp1JdOLWjYE2TdeyrzShsdg.jpg,"[27, 878]",34593,en,Monster on the Campus,"A college professor acquires a newly discovered specimen of a prehistoric fish. While examining the find he is accidentally exposed to it's blood, turning him into a murderous Neanderthal.",1.258635,/arcaSFIizMrEIpwrk1nXqIc2I6s.jpg,1958-12-17,Monster on the Campus,False,5.8,9,1958,1950
2535,5,False,/kobbQNOyJ0X5TWBt9nsOEQhmkRg.jpg,"[27, 878]",27179,en,It! The Terror from Beyond Space,"In 1973, the first manned expedition to Mars is marooned; by the time a rescue mission arrives, there is only one survivor: the leader, Col. Edward Carruthers, who appears to have murdered the others! According to Carruthers, an unknown life form killed his comrades during a sandstorm. But the skeptical rescuers little suspect that ""it"" has stowed away for the voyage back to Earth...",1.217433,/noY7r59VAMiXiP6CreeR7IKHGOi.jpg,1958-07-31,It! The Terror from Beyond Space,False,6.0,23,1958,1950
2537,7,False,/A7Z6WHyKDLvDixZZInOwEVsuvrw.jpg,"[27, 878]",18724,en,Attack of the 50 Foot Woman,"When an abused wife grows to giant size because of an alien encounter and an aborted murder attempt, she goes after her cheating husband with revenge on her mind.",1.12435,/3xPnRR8GeUPSWWVQY2PG7y7MIRB.jpg,1958-05-19,Attack of the 50 Foot Woman,False,5.1,25,1958,1950
2538,8,False,/qSk21QPiBCbHchMNYIKB8UTD2ZF.jpg,"[27, 878]",43143,en,The Trollenberg Terror,Alien creatures invade a remote mountain resort in Switzerland.,1.110996,/fCmCVdk7j3qEQMbeyJFCZv9CkTd.jpg,1958-07-07,The Trollenberg Terror,False,4.7,21,1958,1950
2539,9,False,/rzzPbTkdxsrxCeBbf82xt09fhX2.jpg,"[10769, 27, 878]",31243,es,La momia azteca contra el robot humano,A mad doctor builds a robot in order to steal a valuable Aztec treasure from a tomb guarded by a centuries old living mummy.,1.06779,/xVHYfLisnRY8GkcsTFpXUtfIJDB.jpg,1958-01-01,The Robot vs. the Aztec Mummy,False,2.8,10,1958,1950
2540,10,False,/z77oxvmf6JSxEVrnUF95PsKqAVZ.jpg,"[27, 878]",43113,ja,谷口 千吉,"Fallout from hydrogen bomb tests is turning people into blobs of oozing, radioactive green goop that travel through sewers and have a taste for human flesh, in ""The H-Man"" (1958). Kenji Sahara, Akihiko Hirata star.",1.039951,/ydlHP2n9m7YvqaxwTGo7B8T1Juu.jpg,1958-06-24,The H-Man,False,6.3,5,1958,1950
2541,11,False,/nEOB0EDxDKpw7DE9nJU2icOmhd9.jpg,"[27, 878, 53]",43117,en,I Married a Monster from Outer Space,A young bride suspects her husband has been replaced by a space invader.,1.018698,/wLIJLSng8K0rUZzRaQAryZDRiWn.jpg,1958-10-01,I Married a Monster from Outer Space,False,5.9,10,1958,1950
2543,13,False,/qAsiUbtrYfO2ToiO17gi92cF1ZX.jpg,"[878, 27, 18]",71990,en,The Strange World of Planet X,"In a small English village, Dr. Laird and his assistants Gil Graham and Michele Dupont are conducting experiments with magnetic fields. The results may have military applications as his equipment can rearrange molecules to make solid metal brittle or stiff metal pliable. Gil notices that the magnetic and affecting the village but Baird won't stop his tests. A mysterious stranger, known simply as Mr. Smith, assists them in solving several mysteries, including a series of attacks in a public park. Their greatest challenge is the sudden appearance of giant insects, bugs that have mutated as a result of the experiments.",1.016931,/s9FolIPPyW0TX0meJalo7i2VTKH.jpg,1958-03-04,The Strange World of Planet X,False,4.0,4,1958,1950
2544,14,False,/cets6VXQ9qb8Sort5ps38Ruk4aE.jpg,"[27, 878]",43115,en,Earth vs. the Spider,Teenagers from a rural community and their high school science teacher join forces to battle a giant mutant spider.,1.01637,/sTj83rY60aVHskQq0iecvYI5dyO.jpg,1958-09-01,Earth vs. the Spider,False,4.6,12,1958,1950
2547,17,False,/dDLOamPZKotcZHwNhIlXcgK4JLi.jpg,"[27, 878]",56767,en,The Colossus of New York,"A brilliant surgeon encases his dead son's brain in a large robot body, with unintended results...",1.009801,/6f296DUlZvh2Q1WQx9FgP0xvFaH.jpg,1958-06-26,The Colossus of New York,False,4.7,6,1958,1950
2548,18,False,/vp25W1cFKGbGHR596rCZz3xgN5c.jpg,"[27, 878]",44585,en,Attack of the Puppet People,A deranged scientist creates a ray that can shrink people down to doll size.,1.006845,/rZ8T8fUgBaLjXIkyMdEiBEhzo35.jpg,1958-04-01,Attack of the Puppet People,False,4.6,9,1958,1950
2550,0,False,/obB9hT2nPHKq9RQaMTsVECD3lBf.jpg,"[27, 878]",29347,en,Fiend Without a Face,"An American airbase in Canada provokes resentment from the nearby residents after fallout from nuclear experiments at the base are blamed for a recent spate of disappearances. A captain from the airbase is assigned to investigate, and begins to suspect that an elderly British scientist who lives near the base and conducts research in the field of mind over matter knows more than he is letting on..",1.004584,/gxk4pCPxGNdW9128qaSRrRkHoV1.jpg,1958-07-03,Fiend Without a Face,False,5.7,15,1958,1950
2554,4,False,/3QYUIyigGHLa3p7MefUSUe2btyd.jpg,"[878, 12, 27]",89662,en,Curse of the Faceless Man,"A stone-encrusted body is unearthed at Pompeii, and people left alone with it keep dying of crushed skulls...",1.001539,/spOquowSZMTt1Jj5KNFHUU8WuOV.jpg,1958-08-14,Curse of the Faceless Man,False,5.3,6,1958,1950
2555,5,False,/5SyE0oeZlMqOxVhuHbSloNjItif.jpg,"[878, 27]",52204,en,The Brain Eaters,"Strange things are happening in Riverdale, Illinois. A huge, seemingly alien structure has been found jutting out of the earth. Sent to investigate the origin of the mysterious object, Senator Walter Powers discovers that parasites from the center of the earth have infiltrated the town, taking control of the authorities and workers, making communication with the outside world impossible, and leaving the responsibility of stopping the invasion up to Powers and a small group of free individuals",1.001538,/3bgfN0j4cw1j7GPlqIEoq74sGOx.jpg,1958-09-01,The Brain Eaters,False,6.5,2,1958,1950
2558,8,False,/yw6i4hDGuCf2RPqU7adQNvscSqB.jpg,"[27, 878]",3203,en,Tales of Frankenstein,"In this pilot for a series that was never picked up, Dr. Frankenstein has just finished rebuilding his creation, but the monster is unresponsive. He needs to try something different to make it work, perhaps some new parts. Enter a terminally ill sculptor and his assertive wife....",1.001037,/wSTFwAhAWbJgqY76QG0t38KCYkN.jpg,1958-01-01,Tales of Frankenstein,False,5.0,1,1958,1950
2559,9,False,/6JHeVnuGzjFQISCVRpIBmHzMZE2.jpg,"[27, 878]",52202,en,Giant from the Unknown,"In the 16th century a small band of warriors from the Spanish Ptolemy Firello expedition in California mutinies. Led by one of Firello's lieutenants, a huge, depraved giant of a man known as Vargas, the group heads off into the mountains to search for gold and is never heard from again. Hundreds of years later, a lightning bolt frees Vargas from a state of suspended animation underground and sends him out to terrorize a rural mountain village.",1.00102,/uHJSK0OdpfCfn8JiePpJ9I7nLAy.jpg,1958-03-01,Giant from the Unknown,False,3.0,1,1958,1950
2561,11,False,/cdkZkGQ8bnArMiQHKoYU5UbAzoP.jpg,"[27, 878]",63027,en,Womaneater,"A mad scientist captures women and feeds them to a flesh-eating tree, which in turn gives him a serum that helps bring the dead back to life.",1.000716,/uOa5wVk9eiEKG0hLhjTeFN6zUD4.jpg,1958-04-01,Womaneater,False,4.6,5,1958,1950
2563,13,False,/fRo19vl4SobUuBhoIgp18o7PIVt.jpg,"[27, 878]",3164,en,Frankenstein 1970,The baron's grandson rents the family castle to a TV crew to fund his atomic revival of the family monster.,1.000694,/mKbvZDkIqY4rk67iITuLsH9lMK.jpg,1958-07-20,Frankenstein 1970,False,4.3,6,1958,1950
2564,14,False,/sYxGMOPCRxnhY2UTbdrXEFmNSuf.jpg,"[878, 27]",94480,en,The Lost Missile,Scientists try to stop a mysterious missile from destroying the Earth.,1.000675,/tflpEvAgvw0dyxvBo1eLCcPPIqA.jpg,1958-12-01,The Lost Missile,False,4.3,3,1958,1950
2565,15,False,/A9T4A1EtgchEbRxQYyIqzvJZuoW.jpg,"[27, 878]",109122,en,Night of the Blood Beast,"An astronaut is killed on re-entry to Earth, but his body is seeded with rapidly-gestating aliens.",1.000618,/9tqOqKYcE48n2cmKIUGcE1Ss4pI.jpg,1958-08-01,Night of the Blood Beast,False,2.6,8,1958,1950
2566,16,False,/Ae61twf9zDVxXPOgB5kyPbawzZ5.jpg,"[27, 878]",45674,en,Frankenstein's Daughter,Dr. Frankenstein's insane grandson attempts to create horrible monsters in modern day L.A.,1.000591,/6FMvhNV0zxc6xrK2AAjZjxDjCiH.jpg,1958-12-15,Frankenstein's Daughter,False,3.5,4,1958,1950
2567,17,False,,"[878, 27]",438604,ja,大怪獣バラン,"When a rare species of butterfly is found in a mysterious valley in Japan, a pair of entomologists go to investigate and find more. However, when they get there they find an uncharted lake and as they are observing it they are caught in a landslide and killed. A reporter named Yuriko, the sister of one of the men decides to go to the area to find out what exactly happened. She is accompanied by another entomologist named Kenji and a reporter named Horiguchi. When they get to the village where the men were last seen alive they find out about a legend regarding a giant monster. They soon find out that it is not a legend and the monster named Varan is very much alive. Soon Varan leaves the valley where he has lived for millions of years and is heading for Tokyo.",1.00049,/pPiGSoDquWaQdfOAbgNdFQzwzr7.jpg,1958-10-14,Varan,False,6.0,1,1958,1950
2568,18,False,/ar2YlbMteHklArpA9tMrx5s2UWP.jpg,"[27, 878]",41038,en,The Hideous Sun Demon,"After exposure to radiation, an atomic research scientist finds himself changing into a murderous, lizard-like creature every time he is exposed to sunlight.",1.00044,/dffmIIoJzqYCqI0KbWoTN0AKsPw.jpg,1958-08-28,The Hideous Sun Demon,False,5.7,3,1958,1950
2569,19,False,/5AHCQ4nMeCrRvoBsz4QKW4EFj6P.jpg,"[878, 27]",52639,en,Blood of the Vampire,"A man and wife are terrorized by Mad Scientist Dr. Callistratus who was executed but has returned to life with a heart transplant. Along with his crippled assistant Carl, the 'anemic' Mad Scientist, believed to be a vampire, conducts blood deficiency research on the inmates of a prison hospital for the criminally insane to sustain his return to life.",1.000426,/7JoEVIX94372pAs8ikwsyaVq0Xu.jpg,1958-08-25,Blood of the Vampire,False,5.3,3,1958,1950
2570,0,False,/3BKq4edzOFB4vOAHltrnXUPVztW.jpg,"[878, 27]",10513,en,Plan 9 from Outer Space,"In California, an old man (Bela Lugosi) grieves the loss of his wife (Vampira) and on the next day he also dies. However, the space soldier Eros and her mate Tanna use an electric device to resurrect them both and the strong Inspector Clay (Tor Johnson) that was murdered by the couple. Their intention is not to conquest Earth but to stop mankind from developing the powerful bomb ""Solobonite"" that would threaten the universe. When the population of Hollywood and Washington DC sees flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens.",1.557045,/tBkJps1poCnVqWbqNfVLgAbb8br.jpg,1959-07-22,Plan 9 from Outer Space,False,4.5,117,1959,1950
2576,6,False,/3yF5SNFatR463izWGMT6BtNkTZC.jpg,"[18, 27, 878]",38126,de,Return of the Fly,"Fifteen years after his father's experiments with matter transmission fail, Philippe Delambre and his uncle François attempt to create a matter transmission device on their own. However, their experiments have disastrous results, turning Philippe into a horrible half-man, half-fly creature.",1.270648,/kydIs26KGNsPtvj5QQ9hrsSklj8.jpg,1959-07-01,Return of the Fly,False,5.7,27,1959,1950
2577,7,False,/i5cX2IdDr5bRkhZG7rvOJlO4E3a.jpg,"[53, 12, 878, 27]",28063,en,Caltiki - il mostro immortale,Academic researchers are chased by a nuclear-hot specimen of ancient Mayan blob.,1.219622,/xivdC256GC3acFgfC0u4gxgceO1.jpg,1959-08-07,"Caltiki, the Immortal Monster",False,5.9,6,1959,1950
2580,10,False,/zfg6s1rgOQQqvN24l6EoD9o8Qf0.jpg,"[80, 27, 878]",40954,en,Beast from Haunted Cave,"In a skiing station in Dakota, a gang of criminals leaded by Alexander ""Alex"" Ward plans the heist of golden bars from a small bank. While the lover of Alex, Gypsy Boulet, goes to an isolated cabin with the ski instructor Gil Jackson, a time bomb explodes a cave to divert the attention of the locals and the gangsters steal the gold. But the explosion releases a spider-like monster and due to a storm, the group becomes trapped in Gil's cabin and threatened by the creepy beast.",1.1647,/qhlaydCOOlMdQc49ayjFCYvr97Y.jpg,1959-10-30,Beast from Haunted Cave,False,5.3,10,1959,1950
2581,11,False,/hAbxmxlt9mQultVXiuhh4AVZxd2.jpg,"[18, 27, 878]",28955,en,First Man Into Space,"Once he was a handsome, fearless test pilot. ow he is a viscious, hideous love-killer. Did the deadly gamma rays do it? In this classic 50s sci-fi thriller, cocky all-american test pilot Dan Prescott disobeys orders and flies an experimental rocket 250 miles above the earth, thus becoming the first man into space.",1.149523,/7ZCo6gVLBhGf6vkntHr5q06m1t.jpg,1959-02-01,First Man Into Space,False,5.1,10,1959,1950
2582,12,False,/duzf2jexXHQWKu6xa46FpMFroFZ.jpg,"[27, 878]",43105,en,The Alligator People,"A newly wed couple are sitting on a train when the husband receives an urgent telegram. When he gets off at a station to make a phone call the train pulls away without him. After years of searching his wife finally tracks him down on his family's southern estate, where she discovers that a failed medical treatment has had a horrible effect upon him.",1.135265,/oDJhfbMdTdC5X91AFYlXETLMwwH.jpg,1959-07-01,The Alligator People,False,5.7,10,1959,1950
2584,14,False,/dMWq0KAdw256MHYnSzpfHwZy5Yq.jpg,"[27, 878]",27545,en,The Wasp Woman,A cosmetics queen develops a youth formula from jelly taken from queen wasps. She fails to anticipate the typical hoary side effects.,1.127397,/cO4JRU81ksbFARXABXOQJnaoei0.jpg,1959-11-02,The Wasp Woman,False,4.7,16,1959,1950
2585,15,False,/7qgScDJg7dQEstbobSV6Ay33sYT.jpg,"[878, 27]",58997,en,Invisible Invaders,"Aliens, contacting scientist Adam Penner, inform him that they have been on the moon for twenty thousand years, undetected due to their invisibility, and have now decided to annihilate humanity unless all the nations of earth surrender immediately. Sequestered in an impregnable laboratory trying to find the aliens' weakness, Penner, his daughter, a no-nonsense army major and a squeamish scientist are attacked from outside by the aliens, who have occupied the bodies of the recently deceased.",1.080486,/te6By8bTr0k07rIgEBuloCD4RW3.jpg,1959-05-15,Invisible Invaders,False,5.1,12,1959,1950
2586,16,False,/sgIT39BV4kchbRd9fU2Z0UjPNEI.jpg,"[80, 27, 878, 10749, 53]",35139,en,Teenagers from Outer Space,"A young alien falls for a pretty teenage Earth girl and they team up to try to stop the plans of his invading cohorts, who intend to use Earth as a food-breeding ground for giant lobsters from their planet.",1.068511,/pHmXPfCarJSRErUo9LEVxgJqcAC.jpg,1959-06-01,Teenagers from Outer Space,False,3.7,14,1959,1950
2590,0,False,/klTHbqDn04YRqAzZDfICYO2OWsR.jpg,"[27, 878]",28770,en,The Man Who Could Cheat Death,"Dr. Bonner plans to live forever through periodic gland transplants from younger, healthier human victims. Bonner looks about 40; he's really 104 years old. But people are starting to get suspicious, and he may not make 200.",1.019818,/rrgA4y02iq6I2KOFg39aevWkwxF.jpg,1959-06-15,The Man Who Could Cheat Death,False,6.3,6,1959,1950
2593,3,False,/1gDYBtmagI0x7N0rATpG8srRkb4.jpg,"[27, 878]",22718,en,Attack of the Giant Leeches,"In a community nearby a swamp, a local dweller sees a couple of giant monsters but nobody believes on his words. Later, the cuckold Dave Walker (Bruno Ve Sota) finds his slut wife Liz Walker (Yvette Vickers) cheating him with his friend Cal Moulton (Michael Emmett). He chases the couple through the swamp, and forces them to jump into the water. The leeches attack them, and the shocked Dave is arrested, accused of murder. Two other locals decide to look for the bodies of Liz and Cal to get the prize of US$ 50.00 per body, and also vanish in the swamp. Finally, Sheriff Steve Benton (Ken Clark) organizes a patrol to investigate the caves under the swamp, finding the lethal giant leeches.",1.012,/1Ywz2VICKhvtAf1jSss9f3k2Y6n.jpg,1959-10-01,Attack of the Giant Leeches,False,4.1,14,1959,1950
2594,4,False,/mdJ1o6uNcz6Of6W6CSIv6QvEk39.jpg,"[18, 27, 878, 14]",43093,en,"Behemoth, the Sea Monster",Marine atomic tests cause changes in the ocean's ecosystem resulting in dangerous blobs of radiation and the resurrection of a dormant dinosaur which threatens London.,1.01051,/8PVTOCIp4i3UMSzZtQKlmvAz4JA.jpg,1959-03-03,"Behemoth, the Sea Monster",False,5.4,6,1959,1950
2596,6,False,/7pmiDey2dzffaQQAXXW4m8B12E2.jpg,"[27, 878]",43109,en,The Killer Shrews,"Trapped on a remote island by a hurricane, a group discover a doctor has been experimenting on creating half sized humans. Unfortunately, his experiments have also created giant shrews, who when they have run out of small animals to eat, turn on the humans....",1.004514,/gCUmIRMjG6uYTl5DyyAYi6czpOq.jpg,1959-06-25,The Killer Shrews,False,4.5,15,1959,1950
2597,7,False,/wo8P3gUEDhhEjW7CaGwHMTBrmlM.jpg,"[27, 878]",34077,en,The Giant Gila Monster,"A small town in Texas finds itself under attack from a hungry, fifty-foot-long gila monster. No longer content to forage in the desert, the giant lizard begins chopming on motorists and train passengers before descending upon the town itself. Only Chase Winstead, a quick-thinking mechanic, can save the town from being wiped out.",1.004031,/9QuykI21rdNQdahJr22hzpzHxJI.jpg,1959-06-25,The Giant Gila Monster,False,4.3,11,1959,1950
2600,10,False,/gzw3ueVbIlv05Fr7EJ6wbHfsXTb.jpg,"[27, 878, 10769]",113128,de,Die Nackte und der Satan,"A scientist invents a serum that keeps a dog's head alive after its body dies. When the scientist dies of a heart attack, his crazed assistant cuts off his head and, using the serum, keeps the doctor's head alive and forces it to help him on an experiment to give his hunchbacked nurse assistant a new body.",1.001006,/j0XGFRp3M6bktotkeUjk0DEi7JI.jpg,1959-07-24,The Head,False,4.7,3,1959,1950
2603,13,False,/woXyXps6GKvFpyrisklRJzHeU3K.jpg,"[27, 878]",329237,en,Gigantis the Fire Monster,"The altered American release of the first ""Godzilla"" sequel, ""Godzilla Raids Again."" where even the legendary monster has been renamed ""Gigantis,"" and the entire music and sound effects tracks have been replaced as part of the dubbing.",1.00049,/o3tbC8eHVGhFQrP88LdvB5b1s3A.jpg,1959-05-21,Gigantis the Fire Monster,False,3.0,1,1959,1950
2614,4,False,/hst6rzlpDLxFM4gp1x41iFE1AmJ.jpg,"[27, 878]",11773,en,Village of the Damned,"In a small English village everyone suddenly falls unconscious. When they awake every woman of child bearing age is pregnant. The resulting children have the same strange blond hair, eyes and a strong connection to each other.",1.614867,/aDrN9hVBFUQ7jpZvupfDeCHVcar.jpg,1960-07-01,Village of the Damned,False,7.1,75,1960,1960
2618,8,False,/xeIX3Km7cUh7Juxihh49JNPdtqO.jpg,"[27, 878, 10749]",3025,en,The Two Faces of Dr. Jekyll,"After a series of scientific experiments directed towards freeing the inner man and controlling human personalities, the kindly, generous Dr Henry Jekyll succeeds in freeing his own alter ego, Edward Hyde, a sadistic, evil creature whose pleasure is murder.",1.20309,/sPhV0P8L1stGYLWtnQOAYYv031q.jpg,1960-10-24,The Two Faces of Dr. Jekyll,False,5.7,12,1960,1960
2621,11,False,/jjwoWwhwYu6XEpTA9kgw78NZdlC.jpg,"[27, 878]",43036,fr,Il mulino delle donne di pietra,"Hans von Arnam travels to a Flemish village to study a strange carousel  located in an old windmill that displays famous murderesses and other notorious women from history. Professor Gregorius Wahl, owner of the windmill, warns Hans to stay away from his mysterious daughter Elfi, in order to keep Hans from discovering the horrible secret shared by the Professor and Elfi's Doctor.",1.174063,/1BRM8JYYkgWmGUoS0eEueey57WQ.jpg,1960-08-30,Mill of the Stone Women,False,5.6,8,1960,1960
2632,2,False,,"[27, 878]",3413,es,"Orlak, el infierno de Frankenstein",A mad scientist creates a remote-controlled monster and sends it to terrorize the city.,1.002187,/j7NMc1g7oX2qNo0ZL5cvqu3sD5f.jpg,1960-01-01,"Orlak, el infierno de Frankenstein",False,0.0,0,1960,1960
2634,4,False,/jXaTglg6PpuQKJEWiL8OCnN4WDR.jpg,"[27, 878]",52745,en,The Leech Woman,"An endocrinologist in a dysfunctional marriage with an aging, alcoholic wife journeys to Africa seeking a drug that will restore youth.",1.001925,/7aFrF9Cu83RnIV07Gclnqk4lSSW.jpg,1960-05-01,The Leech Woman,False,5.4,7,1960,1960
2635,5,False,,"[878, 35, 27]",199674,es,La Casa Del Terror,"Casimiro, night watchman at a wax museum of horrors, is even more sleepy than his usual laziness makes him - because his boss, the Professor, is secretly draining blood from him while he dozes to use in experiments in raising the dead. These haven't worked so far, and the bodies have been waxened and placed on display in the museum to cover his crimes. His big chance seems to come, however, when he learns that the mummified body of a modern man has been found in an Egyptian sarcophagus. The professor and his two henchmen steal the body and take it back to his lab - where the experiment flops again.",1.001866,/pOaonn4psRhyPkF2amt5iKLK51X.jpg,1960-06-05,House of Terror,False,4.5,2,1960,1960
2641,11,False,/wUh16T3momBKBwoyI3tQnImK4j4.jpg,"[878, 27]",166631,es,La nave de los monstruos,A singing cowboy falls foul of alien invaders and beautiful women from Venus.,1.000726,/fp0HjRKWJUeWoKZllZ54A1tW9eq.jpg,1960-01-22,The Ship of Monsters,False,6.3,3,1960,1960
2643,13,False,/lyyWsqdEgb5ZNVjTtvftjQRGz8w.jpg,"[27, 878]",116387,ja,Densô ningen,"Men are being murdered by a psycho called ""The Telegian,"" who uses a matter-transmitting device to locate his victims.",1.000507,/yqUDv9d92QNZWEJI3iHer7MwUY.jpg,1960-04-10,The Secret of the Telegian,False,7.0,1,1960,1960
2659,9,False,/fDOCOOi85Ds2dGoG4ilKfSNZPFh.jpg,"[28, 878, 27]",40804,en,Gorgo,"Never take a baby from his mother. You'll see why in this action-packed monster thriller as young Gorgo, a creature from the sea, is relocated to London from Ireland, with rampaging mommy-dearest not far behind.",1.045851,/g0lCqXoRh9dHOimFu1427OptatN.jpg,1961-02-02,Gorgo,False,5.2,14,1961,1960
2660,10,False,/6fmIgsazll5HL8dykUdaaDAcRED.jpg,"[27, 878]",22727,en,The Beast of Yucca Flats,"A Russian scientist is arriving to the states caring secret information’s. Disembarking from his plane, he and his American contacts are attacked by a pair of KGB assassins (Anthony Cardoza and John Morrison). Later, it is revealed that he has wandered in range of an American nuclear test. The radiation transforms Javorsky into a mindless killing beast (the Beast)...",1.044564,/c9twe89C1tzJU6J86SBMF03N1fC.jpg,1961-06-02,The Beast of Yucca Flats,False,1.7,16,1961,1960
2663,13,False,/vW0r5Ie8mM2gvKCGgk5oFauPrVu.jpg,"[10769, 27, 10749, 878, 53]",43023,en,Konga,"Dr.Decker comes back from Africa after a year, presumed dead. During that year, he came across a way of growing plants and animals to an enormous size. He brings back a baby chimpanzee to test out his theory. As he has many enemies at home, he decides to use his chimp, 'Konga' to 'get rid of them'. Then Konga grows to gigantic proportions and reaks havoc all over the city of London!!",1.040298,/m6ZXrzHK7HrAL67IMHIdC3cE40Y.jpg,1961-01-01,Konga,False,4.3,5,1961,1960
2664,14,False,/jY88zNDjalg8FVtixUT3MaiHxMI.jpg,"[27, 878]",21266,en,Reptilicus,"A portion of the tail of a prehistoric reptile is discovered in Denmark. It regenerates into the entire reptile, which proceeds to destroy buildings and property and generally make a nuisance of itself. It can fly, swim, and walk, and has impenetrable scales, which makes it difficult to kill.",1.039702,/hu2c2yOyI4diR8CwmZlu8xZOkYW.jpg,1961-02-20,Reptilicus,False,4.2,12,1961,1960
2691,1,False,/l5ZYGdbUzELxVC6UfiQtNdiNzyd.jpg,"[27, 878, 53]",21143,en,The Day of the Triffids,"A shower of meteorites produces a rare night time spectacle that blinds anyone that looks at it. As it was such a beautiful sight, most people were watching, and as a consequence, 99% of the World's population go completely blind. In the original novel, this chaos results in the escape of Triffids: farmed plants harvested for their oils, which are capable of moving themselves around and are carnivorous. In this film version, however, the Triffids are not indigenous plants. Instead they are space aliens whose spores have arrived in this and an earlier meteor shower.  Derided by the original novel's author, John Wyndham, for straying so far away from the source material.",1.551448,/8jig73Xk0ydXx7DL4VZTVPsHOSf.jpg,1962-07-01,The Day of the Triffids,False,6.1,47,1962,1960
2693,3,False,/wSsgo70hqClQvH0CKklbhuwHspr.jpg,"[27, 878]",33468,en,The Brain That Wouldn't Die,"Dr. Bill Cortner (Jason Evers) and his fiancée, Jan Compton (Virginia Leith), are driving to his lab when they get into a horrible car accident. Compton is decapitated. But Cortner is not fazed by this seemingly insurmountable hurdle. His expertise is in transplants, and he is excited to perform the first head transplant. Keeping Compton's head alive in his lab, Cortner plans the groundbreaking yet unorthodox surgery. First, however, he needs a body.",1.290052,/lEmcF0P87S1sGKKkzZwIYYbqv6R.jpg,1962-02-25,The Brain That Wouldn't Die,False,4.4,28,1962,1960
