,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
17,False,,"[878, 53]",252854,en,Escape,"A scientist's experiment could lead to the first man-made, functioning, living organism. An elite escape artist-private investigator is working to stop him.",1.000011,/2iUSLCfwQuV0QZNTvGcZIMzMYe7.jpg,1971-04-06,Escape,False,0.0,0
18,False,,"[18, 28, 12, 878]",437580,en,Doctor Who: The Dæmons,"The Master, posing as a rural vicar, summons a cloven-hoofed demon in a church crypt. Seeking to gain the ancient titan's demonic power, he gathers a cult and then corrupts or controls the residents of Devil's End to bow to his will. Dark elemental forces begin to disturb the village on the eve of May Day: unexplained murders, a stone gargoyle come to life, and a nigh-impenetrable infernal energy dome. With the Master fully prepared to destroy the Earth, the Doctor and UNIT - aided by a benevolent practitioner of witchcraft - battle the wicked rites of a secret science weilded by an alien from another world.",1.000011,/7IIX3rqqiarODwJowYYQUPX5icC.jpg,1971-05-22,Doctor Who: The Dæmons,False,0.0,0
19,False,,"[18, 878]",219398,en,The Last Child,"In a badly-overpopulated future, where each couple is only allowed one child and where people over 65 are forbidden medical care under a very draconian set of laws, a young couple, pregnant with their second child (the first died shortly after birth) enlist the help of an elderly former US Senator to help them escape to Canada.",1.000009,/yXeYG9rqnzybu0GdfLb4BGPYNz4.jpg,1971-10-05,The Last Child,False,0.0,0
0,False,/vKnl3x7u6Qijq3xGX1eReMgn3cX.jpg,"[18, 878, 12, 9648]",593,ru,Солярис,"Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",2.394567,/gBAVtrRXOjeyYsikdx1YSm9PsRf.jpg,1972-03-20,Solaris,False,7.7,278
1,False,/3yBuB6RygpS2qNAoLySzweDhrYj.jpg,"[12, 18, 878]",811,en,Silent Running,"In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves.",1.88023,/kyEljmcf7YYmp85BdZffqiuRLfV.jpg,1972-03-09,Silent Running,False,6.3,144
2,False,/d1eNYl1qVRFVR0xWFSefb2C6QWa.jpg,"[28, 878]",1688,en,Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",1.536286,/wxanhJ9ZuZ05P4J2hkC1M1rA0dv.jpg,1972-06-29,Conquest of the Planet of the Apes,False,6.0,170
3,False,/9MimMBfcM8wXawQgf3EqVX3fzWy.jpg,"[10769, 878]",19336,ja,地球攻撃命令 ゴジラ対ガイガン,"Godzilla's 12th film. After a accepting a job at a monster-themed park, a man learns his new employers are actually aliens who plan to use Ghidorah and Gigan to destroy earth.  Godzilla and Anguirus must battle them to defend earth.",1.219122,/fPgXRYXUIEI2p0sj6uTTYC3h7IZ.jpg,1972-03-12,Godzilla vs. Gigan,False,5.6,24
4,False,/pwkDMraeADUZ7xfHsxwUAKSOjhu.jpg,"[18, 878]",52608,en,Z.P.G.,"In the not too distant future, a very smoggy and overpopulated Earth government makes it illegal to have children for a generation. One couple, unsatisfied with their substitute robot baby, breaks the rules and gets in a lot of trouble. (Z.P.G. stands for Zero Population Growth.)",1.208852,/gzZ5HaohkMTEIJLbD8aycsiUNUQ.jpg,1972-05-25,Z.P.G.,False,6.0,12
5,False,/n8dwHshYvatEugLYjU3MXTaaaUb.jpg,"[35, 18, 14, 878]",24559,en,Slaughterhouse-Five,"""Listen: Billie Pilgrim has come unstuck in time."" Slaughterhouse-Five is an award-winning 1972 film adaptation of Kurt Vonnegut's novel of the same name. Director Hill faithfully renders for the screen Vonnegut's obsessive story of Pilgrim, who survives the 1945 firebombing of Dresden, then lives simultaneously in his past, present, and future.",1.168188,/8PB2clt4loAdlsB6ry8dE1TEhge.jpg,1972-03-15,Slaughterhouse-Five,False,6.3,38
6,False,/fzm0aVGf4I6d0vIDoV9NIfFipGN.jpg,"[27, 878, 10769]",112687,en,Doomwatch,"The waters surrounding an island become contaminated by chemical dumping, and people who eat fish caught in those waters become deformed and violent.",1.127522,/tuyJVMke3D9esBcEZrkJoQuID6f.jpg,1972-03-01,Doomwatch,False,7.4,7
7,False,/uFE1yA3cgY6PAzugm9a2HQNGKT1.jpg,"[35, 27, 878]",28650,en,The Thing with Two Heads,"A rich but racist man is dying and hatches an elaborate scheme for transplanting his head onto another man's body. His health deteriorates rapidly, and doctors are forced to transplant his head onto the only available candidate: a black man from death row.",1.090942,/1EtwLgnbA5mm6FycNUFjkpLHJWt.jpg,1972-07-19,The Thing with Two Heads,False,3.8,16
8,False,/5OMBNsUYOZsIUIgKmBvTQ5mYi9Q.jpg,"[18, 878]",2893,de,Eolomea,"Eight space cargo-ships disappear without a trace within three days. And the orbit station ""Margot"" has suddenly fallen silent. The space council is faced with a mystery and the scientist in charge, Maria Scholl, sees no other solution than ordering a total flight stop to this mysterious sector of space. Her colleague, Prof. Tal seems to be suspicious since he knows things before they are even released. A forbidden look into his personal file brings to light that Tal was part of the Eolomea project that never found approval of the commission in charge.",1.090435,/jnLdIvwf5PPzRZmWCFye8SrnDdt.jpg,1972-09-21,Eolomea,False,5.5,2
9,False,/dAlCWidGpZpFUJVuXW7Jto2jKfw.jpg,"[27, 878]",38761,en,Night of the Lepus,Giant mutant rabbits terrorize the southwest!!,1.079284,/4ldYhM4swXlzBnE2kR8VtMxtv1a.jpg,1972-10-04,Night of the Lepus,False,4.9,21
10,False,/gytF7hEuxRq80NuXLExiemBiVUQ.jpg,"[35, 878, 27]",40983,en,Beware! The Blob,"A technician brings a frozen specimen of the original Blob back from the North Pole. When his wife accidentally defrosts the thing, it terrorizes the populace, including the local hippies, kittens, and bowlers.",1.050277,/nqDIlpbPslGUXRi8tXncZdGySOa.jpg,1972-06-21,Beware! The Blob,False,5.3,15
11,False,/cRF1kTQlrslHN4oFiqz3XQDurHe.jpg,"[14, 27, 878, 10749]",62950,en,Neither the Sea Nor the Sand,This movie takes place on the Isle of Jersey where a troubled wife has come to sort out the tumult of her life. She encounters a lighthouse-keeper there and they quickly become lovers. Together they flee to Scotland. One day they are making love on a beach when the lighthouse keeper dies. But that's only the beginning of the story.,1.029483,/1FlZ1ZTC4vkTnQ7FOwglFvVh8mE.jpg,1972-11-01,Neither the Sea Nor the Sand,False,5.2,5
12,False,/cga8QpHBbT0vvc27TxIGsz52bBI.jpg,"[18, 14, 878]",87386,fr,Les soleils de l'Île de Pâques,"An international group of travelers trek around the world, from France to Brazil and Chile and, finally, to Easter Island, where some of their number are chosen to meet aliens who resemble small suns. One man who was not chosen tags along uninvited. For punishment, he is given the task of guarding the site until the next visit, some 500 years hence.",1.02307,/xG8Jkj8y74195WpNIoJC459JeoD.jpg,1972-01-01,The Suns of Easter Island,False,8.0,1
13,False,/a7v0Klgad3RJIfKM7PsF1ws3VNu.jpg,"[14, 27, 878, 10769]",37618,en,The Asphyx,"Hugo is a brilliant turn-of-the-century scientist, loved and respected by his family and friends, admired by his colleagues. But he is a man quickly becoming obsessed with a curious and frightening question... what is the mysterious apparition found in the photographs of his dying subjects?",1.022415,/7beFAIqTKo3mIfn68rwtOLpuidh.jpg,1972-12-05,The Asphyx,False,5.6,12
14,False,/lkyG9bq66AB5PrhNJOrZUX1Uwpx.jpg,[878],168438,en,Probe,"Pilot for sci-fi detective series ""Search."" Hugh O'Brian as Lockwood, a high-tech private eye, was outfitted with two electronic implants (one to hear what was said at HQ and a dental contact he could bite to communicate with HQ--one bite for yes and two bites for no) and a button-sized ""scanner"" that combined a micro-miniaturized television camera that could also see in infrared spectrum, microphone, medical sensors, and transmitter, putting him in constant contact with a room full of experts monitoring his actions and vital signs and supplying him with encyclopedic information.",1.019469,/1h2Ztgsj6rinYQOvHiEjtiY87DB.jpg,1972-02-21,Probe,False,0.0,0
15,False,,"[28, 878, 53]",267497,it,UFO... annientare S.H.A.D.O. stop. Uccidete Straker...,,1.015377,/1JdjQwZKcIEpXvnijGH3TkSG4Sf.jpg,1972-05-23,UFO... annientare S.H.A.D.O. stop. Uccidete Straker...,False,0.0,0
16,False,,[878],318462,en,Unknown,"The Film Unit at Sheffield University Union of Students produced many fascinating films during the 1950s, 60s and 70s. This one, with its surreal landscapes and alarmingly prescient storyline, is definitely on the imaginative outer limits of their collection. It has five men on the run from a controlling state organisation that is capturing the population on 3D film images, thereby making everyone dispensable.",1.002666,,1972-01-01,Unknown,False,5.0,1
17,False,/1TT4ioHjdMinYVUXMDk630lPbAU.jpg,"[878, 27]",150014,en,Superbeast,"A doctor finds a jungle laboratory, complete with mad scientist and genetic engineering experiments",1.001949,/vEf9e0cZNrmrugPj9WLVi9ADPCo.jpg,1972-11-01,Superbeast,False,3.0,3
18,False,,"[878, 35]",344954,cs,Slečna Golem,,1.000911,/ayclBRa0zcu4SMbR28LmP9kpkET.jpg,1972-03-29,Slečna Golem,False,0.0,0
19,False,/mTpScSnwJHKwdLTi5r0TdKtv88O.jpg,[878],188628,en,The Cremators,"An alien life form that is a huge ball of living matter invades earth, and replenishes itself by absorbing people.",1.000893,/cDtimEkAbEqnnqbvRBpCThHMHgk.jpg,1972-01-01,The Cremators,False,2.5,1
0,False,,"[878, 28, 53]",267508,it,UFO -  Prendeteli vivi.,,1.00081,/m8Suytx3rjPc2B70RsFuV0aB5JU.jpg,1972-08-15,UFO -  Prendeteli vivi.,False,0.0,0
1,False,,"[27, 878]",3306,en,Frankenstein '80,"A mad scientist creates a monster called ""Mosaico,"" who breaks out of the laboratory to hunt down and kill beautiful women.",1.000707,/hArDVN39GZvW7pzwcoxApn76mTb.jpg,1972-12-12,Frankenstein '80,False,4.5,2
2,False,/yPwvKFTVlua4tHAiDA9ToyM470o.jpg,"[16, 878, 28, 12]",398334,en,Hellhound Liner 0011 Transform!,"A near-future Sci-Fi action film featuring four cyborg dogs. An original story based on the concept from Hiroshi Sasagawa's manga ""Maken Goro"" (serialized in the magazine ""Weekly Shonen King"" in 1963).  A boy named Tsutomu and four cyborg dogs (Queen, Ace, Jack and Joker who coalesce and transform into the spaceship ""Liner"") fight against aggression by insect-type aliens from the Planet Devil.",1.00063,/liYYN0APRh3QkWyz1BCZwFFOXN3.jpg,1972-07-16,Hellhound Liner 0011 Transform!,False,8.5,1
3,False,,"[878, 18]",352177,en,Six Hundred and Sixty-Six,"A group of people inside an underground complex which possesses high tech computers which tracks world events consider all options as nuclear war is at hand, air supplies may last only eight days and Biblical prophesy unfolds.",1.000474,/9WarOubLEhtktFPNqIeR1DKImlD.jpg,1972-06-15,Six Hundred and Sixty-Six,False,0.0,0
4,False,/c1yDjGV69jPVGpBnQK6MlIcJ0rx.jpg,"[878, 28, 12]",204645,ja,仮面ライダーVSショッカー,"Professor Daidōji has developed a gravity machine called the GX Device. Unfortunately, Shocker wants it; so they attack the professor and destroy his laboratory, but come home empty-handed. Shocker's agents find out that the plans for the GX Device are with Daidōji's daughter, who is celebrating her birthday. Now the Kamen Riders, along with FBI agent Kazuya Taki, must protect Daidōji's daughter and prevent Shocker from obtaining the plans.",1.000164,/kHF0Rqn21QQWCQit9Puh1hQX09j.jpg,1972-03-17,Kamen Rider vs. Shocker,False,0.0,0
5,False,,[878],399168,ru,Математик и чёрт,,1.000079,/lL2ikW613jujnccfG8kkBmEwEcE.jpg,1972-06-06,Математик и чёрт,False,10.0,1
6,False,,"[27, 878, 18]",178037,fr,L'homme au cerveau greffé,"Professor Marcilly is a famed brain specialist who, following in-depth and extended research work, is now able to perform brain transplant surgery. One day, he finds himself in the presence of a young car accident victim for whom the only hope of survival would be a brain transplant. Marcilly, who has a heart condition and is terminally ill, decides to become the ""donor"". The operation is a success. But who is actually the patient discharged from the hospital: a young fellow with the brain of a young man or an old man in the body of a young one?",1.000078,/pt75xSID7g8oME9j1okBKDUzi8z.jpg,1972-03-29,Man with the Transplanted Brain,False,0.0,0
7,False,/wpQWL4g4uaSrk7XWyHuA0u6ohCi.jpg,"[878, 27]",41032,en,The Stone Tape,"A research team from an electronics company move into an old Victorian house to start work on finding a new recording medium. When team member Jill Greeley witnesses a ghost, team director Peter Brock decides not only to analyse the apparition, which he believes is a psychic impression trapped in a stone wall (dubbed a ""stone tape""), but to exorcise it too - with terrifying results...",1.000064,/xOMFNqPuFqcKCUx7gq9NbMt95jN.jpg,1972-01-31,The Stone Tape,False,6.6,9
8,False,/n52R54J95FJJECQJhgQrKIoEot0.jpg,[878],113523,en,Doomsday Machine,"Spies discover that the Red Chinese have built a ""doomsday machine"" capable of destroying the surface of the Earth, and that they plan to use it within a matter of days. Meanwhile, Project Astra, a manned U.S. space mission to Venus, is in its final hours before launch when it is taken over by the military and nearly half of its all-male crew is replaced by women. The reason for this becomes apparent when, shortly after Astra leaves orbit, the Earth is completely destroyed in a global cataclysm! Is the human race doomed? What dangers and wonders await the crew of the Astra on their journey to Venus?",1.00006,/qW90BL76PjM1r48BfJihWB9vu1W.jpg,1972-01-01,Doomsday Machine,False,4.3,5
9,False,/odEAA8lAd1U606r0k5zBCcrXfzv.jpg,"[35, 878, 10770]",95832,en,Between Time and Timbuktu,"A poet-astronaut is shot through an area of space called the Chronosynclastic Infundibulum. He is duplicated into infinite copies of himself, each of whom finds himself in a bizarre situations on a different world. (These scenarios are all derived from the novels and short stories of 'Kurt Vonnegut Jr.', including Cat's Cradle, Welcome to the Monkey House, 'Harrison Bergeron', and 'Happy Birthday, Wanda June'",1.000026,/pNKPxIUjywRW6D97BtutpykBtrn.jpg,1972-01-01,Between Time and Timbuktu,False,0.0,0
10,False,,"[18, 28, 12, 878]",437718,en,Doctor Who: The Mutants,The Time Lords send the Doctor and Jo on a mission to deliver a sealed message pod to an unknown party aboard a Skybase orbiting the planet Solos in the 30th century. They are caught quickly in a power struggle between the cruel Marshal of Solos and the young Solonian Ky over the future of Solos - a future that hinges on the contents of the message.,1.000025,/5ecWuPRfrs3SGacRvdI0TgXRFQf.jpg,1972-04-08,Doctor Who: The Mutants,False,0.0,0
11,False,/8sIPtz5BVPywoUWOqfKCH6I5hwN.jpg,"[878, 27]",83413,en,Blood Freak,"A biker comes upon a girl with a flat tire and offers her a ride home. He winds up at a drug party with the girl's sister, then follows her to a turkey farm owned by her father, a mad scientist. The father turns the biker into a giant turkey monster who goes after drug dealers.",1.000018,/91P6QjDiArzpQjnf0fJsoXuSiax.jpg,1972-01-01,Blood Freak,False,2.1,8
12,False,,"[27, 878]",92320,en,Garden of the Dead,"Convicts on a chain gang sniff expermental formaldehyde fumes to get high. They attempt a prison break and are shot down by the guards. Buried in the prison garden, they rise from the dead, killing all in thier path with shovels and hoes who get in thier way for thier quest to get high once more off the formaldehyde",1.000018,/aqDINP8sAU77BOnzd4E5lPVKe6w.jpg,1972-09-13,Garden of the Dead,False,3.0,5
13,False,/xSr12z7hHeBijCxAs2Bfiox0YXV.jpg,"[28, 35, 878]",158828,en,Ha-Trempist,"Incited by a disillusioned young man who has decided to flee from civilization, a group of 4 people go searching for freedom and happiness on an isolated island . When their boat goes astray and they are left without food, their animal instincts take over, bringing the film to its catastrophic end.",1.000008,/xctDqlwRd2SeIRrFe75TU6UE2Eo.jpg,1972-01-01,An American Hippie in Israel,False,6.0,1
14,False,,"[878, 27]",338240,es,El increíble profesor Zovek,Escape-artist-mentalist-martial-arts superhero vs. mad scientist and monsters.,1.000008,/mHqGyBX5NIMmdNCpwUHRZTrgzVv.jpg,1972-05-11,The Incredible Professor Zovek,False,6.0,1
15,False,,"[18, 878]",150167,pt,Quem é Beta?,"The critical success in France of How Tasty Was My Little Frenchman made possible dos Santos’ delirious science-fiction vision of free love in a post-apocalyptic wilderness besieged by flesh hungry zombies contaminated by an unnamed nuclear attack. Who is Beta? follows two statuesque survivors drawn irresistibly together only to be entranced by the arrival and sudden disappearance of a third, the bewitching raven haired Beta. With its cartoon-like depiction of extreme violence and desire, Who is Beta? offers a heady Pop-infused companion to Hunger for Love. Yet beneath its giddy play of surfaces, dos Santos' underappreciated film gradually reveals a darkly ambiguous metaphoric dimension. -Harvard Film Archive",1.000007,/ABazD6TxdZw3rJn7t5ZigTvRyu.jpg,1972-04-11,Who Is Beta?,False,0.0,0
16,False,/mjyxHN8uXotp8Vw5vqNo3Vk51Kr.jpg,"[53, 28, 27, 14, 9648, 878]",136894,es,El Robo de las Momias de Guanajuato,"The Count Cagliostro and scientist Raymond discovered a component that is only found in the mines of Guanajuato, this serves to create a formula to help them in their plans to conquer the world.",1.000006,/5ZogbCiP63WzD0zqySY6rpmtjc9.jpg,1972-08-03,Robbery of the Mummies of Guanajuato,False,0.0,0
17,False,,"[878, 27]",86276,en,The Body Shop,"Emminent plastic surgeon and mad scientist Don Brandon loses his wife Anitra - pinup model and social butterfly - in a tragic accident. He and his faithful humpbacked and drooling assistant Igor - oops, I mean Greg - busy themselves experimenting with re-animation experiments. Once ready, the good Doctor begins luring young women back to the lab with hypnosis in order to gather select parts to create a New and Improved",1.000005,/zkQYjXbOieiibJWAFxbSrP5dQSR.jpg,1972-06-01,The Body Shop,False,4.0,1
18,False,/mCVEyUxIjLkErGHmL4dc4c1f09E.jpg,"[878, 53]",56718,en,The Mind Snatchers,A German scientist works on a way of quelling overly aggressive soldiers by developing implants that directly stimulate the pleasure centers of the brain.,1.000005,/f0GetypVsqtE3gfjm5jbYwjdwTO.jpg,1972-06-28,The Mind Snatchers,False,6.3,2
19,False,,"[27, 878]",122677,en,Blood of Ghastly Horror,"A mad scientist implants an electronic device into the brain of an injured soldier, which turns him into a psychotic killer.",1.000005,/eRHmpWVNiK28q1dWjPIbs1CnR75.jpg,1972-01-21,Blood of Ghastly Horror,False,1.5,4
0,False,/v1YaCy6ZNOyBcqS3q97qyVv6ohc.jpg,"[16, 14, 878]",16306,fr,La Planète Sauvage,"Fantastic Planet tells the story of “Oms”, human-like creatures, kept as domesticated pets by an alien race of blue giants called “Draags”. The story takes place on the Draags’ planet Ygam, where we follow our narrator, an Om called Terr, from infancy to adulthood. He manages to escape enslavement from a Draag learning device used to educate the savage Oms — and begins to organise an Om revolt.",2.0381,/8nVG28GNX5kEJUaUKpMBCCTHc2p.jpg,1973-05-01,Fantastic Planet,False,7.6,109
